,Block,Pout,COND,2Ncond,P,Pe,Pmost,RP ,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,trojan
2084,3.11,1.0,106.9608,1.0,4.03e+16,8.84e+17,0.48962,0.00391,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.270295028,3.0,0.0
2085,2.62,0.34777,190.9286,1.0,0.00195,1.74e+16,0.49087,1.35e+17,0.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,0.488480947,1.680406697,0.0
2086,0.79,1.0,-124.1702,6.0,0.00195,8.41e+17,0.49127,1.63e+17,0.0,2.0,0.999710617,4.0,2.0,3.0,1.0,3.0,0.117452057,1.359076543,0.0
2087,8.91,1.0,12.496,22.0,7.03e+16,0.00024,0.49442,2.47e+17,0.0,2.0,1.0,22.0,3.0,1.0,1.0,4.0,0.493161255,0.771652179,0.0
2088,0.53,0.23079,51.1293,4.0,7.02e+17,5.56e+17,0.50983,0.00391,0.0,1.0,0.999115836,2.0,1.0,2.0,1.0,4.0,1.0,2.458641533,0.0
2089,0.47,1.0,79.8195,1.0,2.15e+17,5.06e+17,0.49671,0.00391,0.0,2.0,0.999302061,6.0,2.0,2.0,1.0,4.0,0.092710983,1.854998174,0.0
2090,2.97,1.0,7.0889,1.0,0.00195,5.29e+17,0.49964,5.43e+17,0.0,3.0,0.998609809,134.0,2.0,4.0,1.0,4.0,1.0,2.055344043,0.0
2091,5.5,0.99951,50.5749,1.0,1.41e+16,5.32e+17,0.50301,0.00391,0.0,0.0,0.999569051,2.0,2.0,1.0,1.0,4.0,0.119785953,1.439158228,1.0
2092,3.57,1.0,-66.0596,1.0,0.00195,1.75e+17,0.49947,5.48e+16,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.099083614,2.543177968,0.0
2093,1.88,1.0,-492.1865,1.0,0.00195,5.03e+17,0.49724,0.00391,0.0,1.0,0.999675774,134.0,2.0,5.0,1.0,12.0,0.504309333,3.0,1.0
2094,6.63,1.0,123.2053,1.0,0.00195,4.65e+17,0.50333,5.1e+17,0.0,2.0,0.996066536,3.0,1.0,2.0,1.0,2.0,0.511114625,1.817448616,0.0
2095,3.07,1.0,-8.6715,6.0,0.00195,0.00024,0.50435,4.09e+17,0.0,1.0,0.998946093,5.0,1.0,2.0,1.0,4.0,0.505420561,2.591194785,0.0
2096,0.95,0.35926,29.5047,1.0,0.00195,1.54e+17,0.50223,6.55e+17,0.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,0.176795722,0.226397502,0.0
2097,5.7,1.0,104.9742,1.0,1.35e+16,4.23e+17,0.50673,2.59e+17,0.0,1.0,0.998704508,27.0,1.0,3.0,1.0,7.0,0.486090466,1.298848116,0.0
2098,2.79,1.0,56.6756,1.0,0.00195,4.54e+17,0.50222,7.36e+17,0.0,0.0,0.999672989,1.0,1.0,4.0,29.0,1.0,1.0,2.760524059,0.0
2099,5.82,1.0,38.5746,15.0,0.00195,5.28e+17,0.91682,0.00391,0.0,2.0,0.997292816,4.0,1.0,129.0,1.0,6.0,0.255606539,1.389136718,0.0
2100,7.51,1.0,-39.7194,8.0,0.00195,0.00024,0.49231,2.1e+17,0.0,1.0,0.998079889,23.0,2.0,3.0,1.0,1.0,0.290750472,3.0,0.0
2101,1.06,0.4995,25.0038,12.0,4.03e+16,3.68e+17,0.49334,7.66e+17,0.0,2.0,0.999850413,4.0,2.0,3.0,1.0,2.0,0.130436827,1.263092601,0.0
2102,0.26,0.50949,119.5399,1.0,0.00195,1.42e+17,0.92595,0.00391,0.0,1.0,0.998900135,5.0,1.0,2.0,5.0,14.0,0.510843623,3.0,0.0
2103,6.73,0.33298,-52.0422,12.0,5.01e+17,5.83e+16,0.49214,2.95e+17,0.0,0.0,0.99784213,7.0,1.0,5.0,1.0,4.0,0.313875005,1.356192506,0.0
2104,3.36,0.31704,129.7941,1.0,0.00195,8.78e+17,0.49104,7.46e+16,0.0,3.0,0.998638526,2.0,1.0,3.0,1.0,4.0,0.517984024,0.780753764,0.0
2105,5.39,1.0,31.4852,1.0,2.43e+17,1.11e+17,0.49572,6.12e+16,0.0,1.0,0.999145908,2.0,1.0,2.0,1.0,4.0,1.0,2.067907983,0.0
2106,1.92,1.0,101.1326,1.0,2.26e+17,4.92e+17,0.49767,0.00391,0.0,1.0,0.998938314,2.0,2.0,2.0,1.0,2.0,0.482002685,0.553868999,0.0
2107,9.22,0.23778,132.2919,1.0,0.00195,7.81e+17,0.5004,1.05e+17,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,0.488192163,3.0,0.0
2108,4.19,1.0,59.6066,12.0,0.00195,3.97e+17,0.38937,0.00391,0.0,0.0,0.998745423,5.0,1.0,4.0,1.0,1.0,0.128025667,2.974562424,0.0
2109,3.16,1.0,152.3792,34.0,4.85e+17,5.78e+17,0.91609,3.05e+16,0.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,5.83e-05,0.436265275,0.0
2110,7.24,0.27152,67.226,1.0,0.00195,3.78e+17,0.49502,8.68e+17,0.0,2.0,1.0,4.0,1.0,6.0,1.0,5.0,0.483629751,1.430714196,0.0
2111,1.87,1.0,56.4674,7.0,7.71e+16,6.35e+17,0.49746,0.00391,0.0,1.0,0.999149815,21.0,2.0,3.0,5.0,2.0,0.510565911,0.458600622,0.0
2112,5.93,1.0,104.5601,1.0,1.09e+17,4.07e+17,0.49888,3.69e+17,0.0,3.0,0.997474582,7.0,1.0,3.0,4.0,2.0,0.180353767,0.739552992,0.0
2113,5.15,1.0,43.3497,9.0,0.00195,1.05e+17,0.9513,1.88e+17,0.0,1.0,0.999792633,37.0,3.0,5.0,1.0,6.0,0.098328601,3.0,0.0
2114,1.98,0.54331,43.4856,2.0,2.39e+17,3.22e+16,0.91916,2.1e+17,0.0,2.0,0.999804924,3.0,2.0,5.0,1.0,1.0,1.0,3.0,0.0
2115,1.78,1.0,-92.5303,2133.0,1.63e+17,6.81e+17,0.25,0.00391,0.0,2.0,0.999028542,2.0,1.0,1.0,1.0,4.0,0.482595046,0.526189896,1.0
2116,3.9,1.0,87.2929,1.0,0.00195,6.77e+17,0.92388,2.05e+17,0.0,2.0,0.999067502,4.0,1.0,4.0,6.0,4.0,0.144634389,3.0,0.0
2117,0.84,0.33019,35.2857,1.0,1.29e+17,3.96e+17,0.95511,7.09e+17,0.0,1.0,1.0,30.0,3.0,3.0,1.0,3.8150470219435735,1.0,2.379503031,0.0
2118,6.24,1.0,113.8966,1.0,0.00195,2.39e+17,0.49206,5122210000000000.0,0.0,1.0,0.999964645,25.0,3.0,1.0,1.0,7.0,0.260404575,2.03110357,1.0
2119,6.71,0.99452,60.1382,1.0,4.08e+17,0.00024,0.98295,4.27e+17,0.0,2.0,0.997558261,2.0,1.0,4.0,1.0,3.0,0.022843516,3.0,0.0
2120,3.37,0.99984,69.2603,4.0,0.00195,6.62e+17,0.49589,0.00391,0.0,1.0,1.0,5.0,1.0,1.0,1.0,12.0,0.34506819,3.0,0.0
2121,2.05,1.0,52.1182,1.0,3.04e+17,3.01e+17,0.49053,2.56e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.214076727,2.018498327,0.0
2122,3.15,1.0,85.9474,1.0,1.14e+17,6.61e+17,0.49897,0.00391,0.0,1.0,0.999315435,5.0,1.0,3.0,1.0,4.0,0.486376002,1.675403245,0.0
2123,3.3,1.0,40.7933,9.0,4.57e+17,3.62e+17,0.97641,1.66e+17,0.0,1.0,0.998784115,1.0,24.0,3.0,4.0,4.0,0.23782703,3.0,0.0
2124,6.93,1.0,76.7501,8.0,9.03e+16,5.32e+17,0.31513,1.71e+17,0.0,2.0,0.998454369,1.0,1.0,4.0,1.0,4.0,1.0,1.409535713,0.0
2125,7.05,0.99413,90.0777,1.0,0.00195,5.9e+17,0.50322,2.53e+17,0.0,2.0,0.99917527,134.0,1.0,3.0,1.0,3.8150470219435735,0.514884883,0.463037441,0.0
2126,1.78,1.0,12.853,1.0,3.42e+16,3.51e+17,0.92194,7.75e+17,0.0,1.0,0.999150563,2.0,1.0,2.0,1.0,3.0,0.294706125,2.107690266,0.0
2127,1.94,1.0,23.0849,16.0,0.00195,5.5e+17,0.4877,0.00391,0.0,2.0,1.0,134.0,1.0,129.0,1.0,2.0,0.117329795,1.050162244,0.0
2128,2.84,0.27641,111.8701,15.0,0.00195,6.22e+17,0.4967,0.00391,0.0,1.0,0.999000601,31.0,1.0,2.0,2.952894378729195,2.0,0.500710703,1.355189999,0.0
2129,1.03,1.0,58.731,1.0,1.37e+17,4.69e+17,0.9334,4.13e+17,0.0,2.0,1.0,6.0,2.0,4.0,1.0,3.0,0.156885769,3.0,0.0
2130,2.0,1.0,43.8817,1.0,3.53e+17,0.00024,0.43045,1.07e+17,0.0,0.0,1.0,2.0,110.0,129.0,1.0,3.0,0.484254681,3.0,0.0
2131,0.71,0.5816,44.4263,16.0,1.06e+17,6.93e+17,0.49321,4.31e+17,0.0,3.0,0.999291408,4.0,1.0,5.0,1.0,2.0,0.1148427,2.035018616,0.0
2132,3.5,1.0,108.8385,1.0,3.53e+17,4.09e+17,0.49761,0.00391,0.0,2.0,0.99699791,133.0,1.0,4.0,1.0,3.8150470219435735,0.098966333,1.193663342,0.0
2133,2.22,1.0,76.833,4.0,0.00195,7.13e+17,0.49348,0.00391,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.479445946,1.292260513,0.0
2134,3.493884117951371,0.34216,31.8855,1.0,1.95e+17,5.47e+17,0.49336,2.06e+17,0.0,2.0,1.0,7.0,3.0,5.0,5.0,4.0,0.263820004,0.562207391,0.0
2135,1.87,0.99483,33.7715,1802.0,0.00195,2.82e+17,0.50011,5.01e+17,0.0,0.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0
2136,0.56,1.0,63.7786,1969.0,4.02e+17,3.51e+17,0.50288,0.00391,0.0,2.0,0.998455402,134.0,1.0,2.0,2.0,2.0,0.481249883,0.781188862,0.0
2137,3.06,0.25768,80.6728,1.0,0.00195,4.26e+17,0.49728,1.55e+17,0.0,0.0,0.99840034,2.0,1.0,1.0,1.0,2.0,1.0,1.372237418,0.0
2138,8.61,1.0,26.8252,1.0,0.00195,0.00024,0.49267,0.00391,0.0,1.0,0.999813125,119.0,2.0,3.0,1.0,2.0,0.272592569,2.036282915,0.0
2139,0.8,0.20789,72.5725,1.0,0.00195,3.2e+17,0.97151,0.00391,0.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,0.095228314,0.783728564,0.0
2140,0.38,1.0,45.4852,2.0,0.00195,4.21e+17,0.49096,3.14e+17,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.483042357,2.040186965,0.0
2141,2.56,1.0,-74.6653,1.0,8.4e+16,6.11e+17,0.49515,2.57e+17,0.0,1.0,0.997870111,3.0,2.0,3.0,1.0,3.8150470219435735,0.012342987,1.322697151,0.0
2142,1.9,1.0,97.2141,1.0,4340500000000000.0,1.12e+17,0.49044,0.00391,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.482717519,1.69700009,0.0
2143,2.04,1.0,77.5771,2.0,0.00195,5e+17,0.49514,0.00391,0.0,2.0,0.9985266,6.0,2.0,3.0,2.952894378729195,1.0,0.491049214,0.638244606,0.0
2144,7.37,0.53495,56.3471,6.0,0.00195,1.12e+18,0.50159,0.00391,0.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.506711256,2.068942474,0.0
2145,8.94,1.0,83.0701,8.0,0.00195,2.75e+16,0.48742,1.99e+17,0.0,1.0,0.998235052,9.0,2.0,129.0,2.0,4.0,0.111193715,0.792084474,0.0
2146,2.03,1.0,29.4865,1906.0,0.00195,9.89e+16,0.50163,0.00391,0.0,3.0,0.999721488,121.0,2.0,4.0,4.0,4.0,0.079245537,2.067037188,0.0
2147,0.92,1.0,-44.4329,8.0,2e+17,3.22e+17,0.96358,0.00391,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.511976759,1.464321212,1.0
2148,2.94,0.21808,65.0728,4.0,7.52e+16,1.9e+17,0.49197,4.18e+17,0.0,2.0,1.0,3.0,1.0,3.0,24.0,2.0,1.0,0.437603266,0.0
2149,2.13,1.0,70.8337,1.0,1.24e+17,4.54e+17,0.49383,5.8e+17,0.0,2.0,0.999320351,3.0,3.0,3.0,1.0,4.0,0.522423986,0.859502628,1.0
2150,0.95,1.0,48.4611,15.0,0.00195,1.02e+17,0.49071,6.23e+17,0.0,1.0,1.0,6.0,1.0,4.0,1.0,4.0,0.217079759,1.984831438,0.0
2151,1.87,1.0,29.9366,1.0,1.95e+17,5.02e+17,0.49336,4.22e+17,0.0,2.0,1.0,5.0,4.0,4.0,1.0,2.0,0.289933128,3.0,0.0
2152,1.89,0.49733,144.2284,23.0,7.52e+16,2.43e+17,0.4916,8.69e+17,0.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.10940388,0.876930568,0.0
2153,0.91,1.0,-2.8626,1630.0,2.74e+17,6.48e+17,0.5021,5.07e+16,0.0,2.0,1.0,2.0,2.0,4.0,97.0,3.0,0.035416869,3.0,0.0
2154,3.493884117951371,1.0,132.5472,4.0,0.00195,5.14e+17,0.95822,0.00391,0.0,2.0,1.0,17.0,2.0,2.0,1.0,4.0,1.0,1.207066271,0.0
2155,8.82,1.0,142.8617,1.0,0.00195,3.73e+17,0.48929,3.19e+17,0.0,1.0,0.997390794,1.0,35.0,3.0,1.0,4.0,0.13385528,1.319963885,0.0
2156,6.92,0.20069,-40.1119,4.0,3.94e+17,4.26e+17,0.49252,7.88e+16,0.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,0.483168054,0.841371651,0.0
2157,3.47,1.0,58.4267,1.0,0.00195,2.53e+17,0.50288,0.00391,0.0,2.0,0.998026505,3.0,1.0,3.0,1.0,1.0,0.046717218,3.0,0.0
2158,7.23,0.32224,-94.3431,20.0,0.00195,2.35e+17,0.49489,0.00391,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.505541533,3.0,0.0
2159,5.78,1.0,-31.7892,1.0,4668780000000000.0,3.66e+17,0.49492,0.00391,0.0,1.0,0.998547598,5.0,1.0,3.0,1.0,3.0,0.505294128,1.682808999,0.0
2160,0.86,1.0,77.2402,1.0,0.00195,7.18e+17,0.49356,0.00391,0.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,0.480699479,1.328634622,0.0
2161,0.45,1.0,7.494,1.0,2.32e+17,6.73e+17,0.48757,7.42e+16,0.0,1.0,0.999090617,1.0,1.0,2.0,1.0,4.0,0.068633808,1.274678509,0.0
2162,6.06,1.0,101.5582,8.0,0.00195,3.15e+17,0.49706,4.66e+17,0.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,0.493081199,1.235923287,0.0
2163,5.41,1.0,93.5739,1.0,5.93e+17,5.11e+17,0.49778,2.63e+17,0.0,3.0,0.998337088,3.0,2.0,1.0,1.0,2.0,0.050547911,3.0,0.0
2164,8.57,1.0,-5.1951,1.0,0.00195,2.04e+16,0.50227,2.57e+17,0.0,0.0,0.999089035,3.0,1.0,1.0,1.0,1.0,0.267771655,2.079030132,0.0
2165,3.43,1.0,92.6714,1.0,0.00195,4.36e+17,0.49834,4.93e+17,0.0,0.0,0.997944608,7.0,3.0,2.0,1.0,3.0,0.083627599,3.0,0.0
2166,3.59,1.0,113.7334,10.0,3.95e+17,1.91e+17,0.50132,0.00391,0.0,1.0,0.996689209,6.0,2.0,5.0,4.0,4.0,0.040595672,3.0,0.0
2167,0.91,1.0,119.7757,1.0,3.46e+17,5.99e+17,0.49738,7.93e+16,0.0,1.0,0.99949607,1.0,1.0,2.0,1.0,6.0,0.485376305,1.501394402,1.0
2168,3.05,1.0,176.2874,3.0,1.57e+17,3.44e+17,0.92408,4.56e+17,0.0,2.0,1.0,4.0,2.0,4.0,1.0,7.0,0.117766669,0.569747892,0.0
2169,7.13,0.10995,-25.9011,1.0,0.00195,3.9e+17,0.49342,0.00391,0.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,0.511129115,3.0,0.0
2170,0.92,0.99063,81.6326,15.0,0.00195,5.82e+17,0.49727,1.3e+17,0.0,3.0,0.999930256,134.0,2.0,3.0,4.0,3.8150470219435735,0.110633006,0.453278932,0.0
2171,2.21,1.0,75.3611,24.0,0.00195,6.42e+16,0.48853,7.56e+16,0.0,1.0,1.0,5.0,2.0,2.0,1.0,7.0,0.166283383,0.620984105,0.0
2172,3.19,1.0,131.3219,12.0,8.76e+16,6.65e+17,0.50315,9.56e+16,0.0,3.0,1.0,3.0,2.0,3.0,6.0,12.0,0.146003545,2.331361088,0.0
2173,0.5,1.0,-80.3997,1.0,0.00195,6.77e+16,0.49959,2.3e+17,0.0,0.0,0.999779211,2.0,1.0,1.0,1.0,3.0,0.090973589,2.103667619,0.0
2174,5.94,1.0,88.1953,1.0,0.00195,3.66e+17,0.48937,2.05e+17,0.0,2.0,0.997900456,6.0,1.0,3.0,1.0,4.0,0.503791402,0.545642549,0.0
2175,3.51,1.0,129.1814,1959.0,2.91e+17,4.83e+17,0.4891,4.97e+17,0.0,1.0,0.998619912,134.0,1.0,3.0,1.0,3.0,0.201746015,2.619803538,0.0
2176,0.69,1.0,-18.9813,1.0,1.84e+17,2.14e+17,0.49453,0.00391,0.0,2.0,1.0,5.0,1.0,4.0,1.0,6.0,1.0,1.277231468,0.0
2177,0.86,1.0,106.5022,60.0,8.69e+16,3.41e+17,0.49688,5.06e+17,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.358770711,0.722301156,1.0
2178,1.82,1.0,119.6278,6.0,0.00195,8.62e+17,0.4951,4.41e+17,0.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,5.83e-05,0.054477271,0.0
2179,1.92,1.0,166.0202,1.0,0.00195,9.81e+16,0.49253,6.29e+16,0.0,2.0,0.99978372,134.0,2.0,4.0,1.0,4.0,0.484178641,0.271121005,0.0
2180,0.64,1.0,44.6148,1.0,0.00195,9.72e+16,0.94257,5.91e+17,0.0,2.0,0.997300415,4.0,4.0,5.0,2.952894378729195,1.0,0.032843013,1.914637859,1.0
2181,6.31,0.54975,154.077,19.0,5.41e+16,6.87e+17,0.9565,1.17e+17,0.0,2.0,0.998956794,122.0,3.0,129.0,1.0,1.0,0.269953098,1.057656858,0.0
2182,7.26,0.20799,-33.1444,1.0,2.57e+17,5.03e+17,0.94011,1.27e+17,0.0,2.0,0.999321773,4.0,1.0,5.0,1.0,5.0,0.346620902,3.0,0.0
2183,6.21,0.29543,79.9834,1.0,1.49e+17,1.68e+17,0.499,0.00391,0.0,1.0,0.998661162,3.0,1.0,3.0,1.0,2.0,0.487587783,3.0,0.0
2184,2.01,1.0,147.4441,1.0,0.00195,0.00024,0.50316,2.46e+17,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0
2185,2.66,1.0,70.3306,1.0,0.00195,4.06e+17,0.49724,0.00391,0.0,0.0,0.998916239,3.0,1.0,2.0,1.0,11.0,0.127147931,2.055241103,0.0
2186,3.06,1.0,33.5535,1.0,0.00195,0.00024,0.4924,0.00391,0.0,1.0,1.0,29.0,4.0,2.0,24.0,3.0,0.993998394,1.796600357,0.0
2187,5.18,0.31199,108.4459,4.0,0.00195,2.77e+17,0.49378,2.26e+17,0.0,1.0,1.0,134.0,3.0,15.0,4.0,2.0,0.042040497,1.741226683,0.0
2188,8.22,1.0,13.3455,1.0,8.69e+16,1.14e+17,0.48688,3.68e+17,0.0,1.0,0.999752603,2.0,2.0,2.0,1.0,3.0,0.977524644,1.820900367,0.0
2189,3.95,0.99847,-63.8759,1.0,2.66e+17,3.85e+17,0.50283,2.26e+17,0.0,1.0,0.997289108,2.0,1.0,3.0,1.0,4.0,0.509556079,0.92019215,0.0
2190,3.39,0.19035,37.3157,2.0,0.00195,3.45e+17,0.49547,0.00391,0.0,2.0,1.0,4.0,2.0,1.0,1.0,7.0,0.493038031,0.051116849,0.0
2191,0.62,0.26414,232.5397,1.0,0.00195,5.08e+17,0.90627,1.08e+17,0.0,2.0,1.0,6.0,2.0,5.0,1.0,1.0,0.077158748,1.217735159,0.0
2192,7.83,1.0,9.5065,1.0,2.79e+17,4.05e+17,0.50241,6.35e+17,0.0,0.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,3.0,0.0
2193,4.23,0.99993,-14.1824,1.0,1.04e+16,0.00024,0.49691,0.00391,0.0,1.0,0.998533787,4.0,1.0,4.0,4.0,4.0,0.298581385,2.075333929,0.0
2194,3.73,1.0,97.2431,1.0,0.00195,1.85e+17,0.49643,1.74e+17,0.0,1.0,0.998800261,5.0,2.0,2.0,1.0,1.0,0.078701962,3.0,0.0
2195,0.87,0.33416,10.58,5.0,0.00195,3.62e+17,0.9294,0.00391,0.0,2.0,1.0,5.0,2.0,3.0,1.0,4.0,0.001385528,1.743699719,0.0
2196,6.4,1.0,50.209,1677.0,3.49e+17,1.08e+16,0.49763,0.00391,0.0,0.0,0.99694505,3.0,1.0,1.0,1.0,5.0,0.072632073,0.585215783,0.0
2197,2.8,1.0,117.9305,11.0,2.84e+17,2.39e+17,0.50297,4.37e+17,0.0,3.0,1.0,6.0,1.0,4.0,4.0,6.0,0.507015414,0.429614612,0.0
2198,8.16,1.0,95.1097,5.0,7.56e+16,5.11e+17,0.49252,3.58e+17,0.0,0.0,0.998973698,3.0,1.0,1.0,4.0,4.0,0.480167717,1.800715983,0.0
2199,6.57,0.35012,120.8574,1.0,0.00195,5.73e+17,0.49431,2.37e+17,0.0,0.0,0.999720285,4.0,1.0,3.0,1.0,3.0,0.516297079,3.0,0.0
2200,3.75,1.0,43.0116,2.0,2.08e+17,0.00024,0.49679,3.45e+17,0.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,0.323436191,1.182631634,0.0
2201,2.09,1.0,78.4265,10.0,0.00195,0.00024,0.49167,5.17e+17,0.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,0.498586155,0.709246937,0.0
2202,9.09,1.0,93.3599,8.0,0.00195,4.48e+17,0.49731,0.00391,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.476230515,0.659231191,1.0
2203,0.75,0.31191,71.414,8.0,7.54e+17,3.47e+17,0.95376,0.00391,0.0,1.0,0.999582668,4.0,2.0,3.0,5.0,2.0,0.492654389,3.0,0.0
2204,4.14,1.0,13.1614,1.0,0.00195,2.93e+17,0.99548,0.00391,0.0,2.0,0.99742251,5.0,3.0,4.0,1.0,12.0,0.30479998,0.620138414,0.0
2205,7.69,1.0,88.9705,11.0,4.37e+17,1.74e+17,0.49522,4.11e+17,0.0,3.0,0.997653194,2.0,3.0,2.0,1.0,2.0,0.260129928,2.008338578,0.0
2206,6.7,1.0,67.3246,6.0,0.00195,3.76e+17,0.49197,0.00391,0.0,1.0,0.998666416,4.0,1.0,2.0,1.0,3.0,0.088371407,1.743064154,0.0
2207,3.39,0.23262,48.9338,6.0,1.46e+17,3.2e+17,0.97081,0.00391,0.0,3.0,1.0,134.0,1.0,4.0,1.0,2.0,0.089429659,1.370579677,0.0
2208,3.61,1.0,50.4188,1.0,0.00195,1.87e+17,0.50463,1.28e+17,0.0,1.0,0.999540232,2.0,2.0,2.0,5.0,12.0,0.481603053,0.527834467,0.0
2209,7.12,1.0,-82.9029,1.0,0.00195,3.97e+17,0.50264,5.83e+17,0.0,1.0,0.99988787,1.0,40.0,4.0,3.0,2.0,0.106692031,1.519188069,0.0
2210,0.42,1.0,153.0456,1.0,1.11e+17,2.93e+17,0.49197,4.64e+17,0.0,1.0,0.999854562,134.0,1.0,1.0,3.0,8.0,0.102539372,3.0,0.0
2211,1.01,1.0,19.2254,1.0,5.01e+17,0.00024,0.95172,0.00391,0.0,2.0,0.998614446,117.0,1.0,1.0,1.0,2.0,1.0,1.852343448,0.0
2212,0.38,1.0,56.2391,1.0,5.08e+17,0.00024,0.49597,0.00391,0.0,2.0,1.0,7.0,2.0,2.0,1.0,4.0,0.520468938,2.517123333,1.0
2213,0.69,1.0,86.9452,1.0,0.00195,6.47e+17,0.91738,3.81e+17,0.0,2.0,0.999985735,7.0,1.0,4.0,6.0,2.0,1.0,0.789271093,0.0
2214,6.59,1.0,94.6088,1.0,1.18e+17,6.84e+17,0.49373,2.93e+17,0.0,0.0,0.99779878,3.0,1.0,3.0,1.0,6.0,0.055236652,0.552291292,0.0
2215,3.58,1.0,28.3213,1.0,0.00195,8.23e+17,0.49556,3.41e+16,0.0,1.0,0.999236342,2.0,2.0,3.0,1.0,6.0,0.083162234,2.115973016,0.0
2216,0.78,1.0,26.1125,1.0,0.00195,5.76e+17,0.49072,4.91e+17,0.0,0.0,1.0,124.0,2.0,2.0,1.0,1.0,0.51071275,2.099070596,0.0
2217,6.41,1.0,91.1907,12.0,1.82e+17,3.89e+17,0.49095,1.66e+17,0.0,1.0,1.0,125.0,1.0,2.0,1.0,4.0,0.521718946,3.0,0.0
2218,3.2,1.0,40.4966,198.0,8.34e+16,7.03e+17,0.99571,0.00391,0.0,132.0,1.0,134.0,2.0,4.0,6.0,4.0,0.051894703,3.0,1.0
2219,0.46,1.0,51.2637,1.0,0.00195,0.00024,0.49844,4.26e+16,0.0,1.0,0.999867489,2.0,1.0,1.0,4.0,4.0,0.513409456,1.355723125,0.0
2220,8.56,1.0,49.7598,1.0,2.06e+17,2.75e+17,0.49774,0.00391,0.0,3.0,0.997966104,1.0,2.0,1.0,2.952894378729195,4.0,0.46434091,3.0,0.0
2221,1.02,1.0,118.6255,1.0,1.43e+17,7.36e+16,0.49518,0.00391,0.0,1.0,0.999192419,2.0,3.0,3.0,1.0,3.8150470219435735,0.323406176,1.374843374,0.0
2222,1.87,0.54552,6.1285,1.0,0.00195,1.37e+17,0.49919,7.58e+16,0.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.299195958,3.0,0.0
2223,1.83,1.0,87.1656,1.0,0.00195,6.89e+17,0.93055,0.00391,0.0,3.0,1.0,131.0,1.0,3.0,1.0,4.0,0.33491278,0.825106558,0.0
2224,3.24,1.0,-69.4585,1913.0,0.00195,2.74e+17,0.94426,1959300000000000.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,0.298135805,1.387226907,0.0
2225,1.85,1.0,65.885,1.0,0.00195,1.06e+17,0.94463,0.00391,0.0,1.0,0.999624521,134.0,30.0,5.0,1.0,2.0,0.109603037,3.0,0.0
2226,5.92,1.0,119.3595,1.0,3.42e+17,2.54e+17,0.49852,3.02e+17,0.0,1.0,0.999319536,5.0,3.0,3.0,1.0,7.0,0.140661145,1.18720103,0.0
2227,1.02,1.0,63.844,1.0,0.00195,3.11e+17,0.49977,3.49e+17,0.0,1.0,0.999703477,20.0,1.0,1.0,1.0,2.0,0.497195549,1.224662951,0.0
2228,7.89,1.0,21281.0,1.0,2.36e+17,3.41e+17,0.48744,4.29e+17,0.0,1.0,0.997306793,125.0,2.0,4.0,1.0,3.0,0.340791036,0.257434539,0.0
2229,3.493884117951371,1.0,23.4777,11.0,0.00195,0.00024,0.4922,9.72e+16,0.0,0.0,0.999159507,23.0,2.0,6.0,1.0,4.0,0.039233412,0.603474636,0.0
2230,0.44,1.0,15.231,7.0,4.09e+17,3.17e+17,0.91173,2.87e+17,0.0,0.0,0.999947094,2.0,1.0,2.0,1.0,3.0,0.078359782,1.926309103,0.0
2231,3.3,0.18815,68.3849,3.0,4.13e+17,0.00024,0.50024,4.1e+17,0.0,1.0,0.998612536,4.0,1.0,1.0,1.0,2.0,0.04954485,3.0,0.0
